session_id,item_id,rating
208,2489,1
208,3422,1
208,126,1
208,3633,1
208,2655,1
208,2013,1
208,621,1
208,92,1
208,1667,1
208,695,1
208,1125,1
208,1805,1
208,3384,1
35,2072,1
35,3475,1
35,1218,1
35,3172,1
35,2123,1
35,26,1
35,3539,1
35,1461,1
35,2314,1
35,3521,1
35,498,1
35,1202,1
35,857,1
35,1219,1
35,712,1
35,1197,1
35,122,1
35,3146,1
35,2654,1
35,585,1
35,213,1
35,3064,1
35,1974,1
35,588,1
35,2272,1
35,3397,1
35,771,1
35,3347,1
35,658,1
35,2056,1
35,3253,1
35,2415,1
35,968,1
35,2987,1
35,816,1
35,2926,1
35,1616,1
35,1539,1
35,33,1
35,1501,1
35,1875,1
35,343,1
35,1124,1
35,3492,1
35,1214,1
35,2045,1
35,3381,1
35,570,1
35,3273,1
35,3126,1
35,463,1
35,1705,1
35,2802,1
35,883,1
35,1400,1
35,925,1
35,1345,1
35,165,1
35,2380,1
35,3645,1
35,44,1
35,3283,1
35,218,1
35,2192,1
35,3367,1
35,884,1
35,672,1
35,2705,1
35,1552,1
35,1356,1
35,2425,1
35,2585,1
35,674,1
35,357,1
35,912,1
35,302,1
35,393,1
35,66,1
35,3498,1
35,556,1
35,1194,1
35,1533,1
35,1897,1
35,2539,1
35,3218,1
35,629,1
35,1934,1
35,1915,1
35,3624,1
35,2783,1
35,2383,1
35,2296,1
35,2952,1
35,519,1
35,861,1
35,85,1
35,2467,1
35,1045,1
35,2060,1
35,3618,1
35,1899,1
35,1257,1
35,2844,1
35,2079,1
35,1564,1
35,2890,1
35,1957,1
35,3235,1
35,3473,1
35,506,1
35,1611,1
35,941,1
35,2235,1
35,284,1
35,2886,1
35,3003,1
35,1538,1
35,2087,1
35,1034,1
35,678,1
35,2702,1
35,851,1
35,2120,1
35,2357,1
35,3202,1
35,482,1
35,3422,1
35,3116,1
35,1426,1
35,2523,1
35,832,1
35,2332,1
35,2126,1
35,502,1
35,1893,1
35,2269,1
35,2679,1
35,1405,1
35,3345,1
35,79,1
35,853,1
35,1559,1
35,3525,1
35,3437,1
35,462,1
35,1106,1
35,2994,1
35,2963,1
35,199,1
35,3328,1
35,20,1
35,476,1
35,935,1
35,487,1
35,880,1
35,222,1
35,3249,1
35,2395,1
35,1853,1
35,2522,1
35,2977,1
35,1600,1
35,1082,1
35,3233,1
35,13,1
35,145,1
35,398,1
35,1713,1
35,524,1
35,1185,1
35,1884,1
35,505,1
35,3534,1
35,2496,1
35,2414,1
35,1280,1
35,3291,1
35,115,1
35,385,1
35,1881,1
35,46,1
35,244,1
35,1206,1
35,2722,1
35,1634,1
35,1706,1
35,427,1
35,3115,1
35,408,1
35,2445,1
35,2594,1
35,2561,1
35,3190,1
35,2685,1
35,2742,1
35,424,1
35,2835,1
35,2625,1
35,55,1
35,907,1
35,1464,1
35,2699,1
35,1808,1
35,58,1
35,1186,1
35,1681,1
35,2583,1
35,1938,1
35,2215,1
35,3096,1
35,2070,1
35,606,1
35,1630,1
35,364,1
35,2655,1
35,551,1
35,1558,1
35,530,1
35,2419,1
35,1176,1
35,3191,1
35,3407,1
35,1569,1
35,2954,1
35,259,1
35,1041,1
134,2210,1
134,91,1
134,464,1
134,323,1
134,2747,1
134,1351,1
134,1622,1
134,696,1
134,2912,1
134,3091,1
134,1285,1
134,3522,1
134,2786,1
134,1623,1
134,2033,1
134,1794,1
134,2809,1
134,2197,1
134,138,1
134,447,1
134,1697,1
134,1153,1
134,1325,1
134,738,1
134,3554,1
134,2785,1
134,1782,1
134,2351,1
134,1936,1
134,1907,1
134,1631,1
134,2230,1
134,1191,1
134,2437,1
134,3558,1
134,1359,1
134,1114,1
134,2442,1
134,2567,1
134,3170,1
134,1809,1
134,3219,1
134,2735,1
134,1117,1
134,1168,1
134,598,1
134,2124,1
134,151,1
134,2973,1
134,673,1
134,2732,1
134,119,1
134,2221,1
134,2581,1
134,289,1
134,1449,1
134,1586,1
134,2687,1
134,2472,1
134,1382,1
134,1942,1
134,377,1
134,3142,1
134,1217,1
134,3569,1
134,1695,1
134,1346,1
134,3613,1
134,3185,1
134,1037,1
134,2948,1
134,3496,1
134,2877,1
134,957,1
134,3438,1
134,801,1
134,2236,1
131,421,1
131,1015,1
131,1675,1
131,2192,1
131,3075,1
131,2210,1
131,3172,1
131,1219,1
131,673,1
131,2872,1
131,376,1
131,584,1
131,1955,1
131,542,1
131,2596,1
131,2603,1
131,898,1
131,802,1
131,2977,1
131,1186,1
196,1679,1
196,1430,1
196,3475,1
196,3540,1
196,2834,1
196,379,1
196,2874,1
196,2357,1
196,3521,1
196,2126,1
196,584,1
196,1500,1
196,2250,1
196,1425,1
196,2871,1
196,609,1
196,121,1
196,3626,1
196,1562,1
196,1440,1
196,3604,1
196,2881,1
196,1173,1
196,1838,1
196,2767,1
196,178,1
196,2583,1
196,2026,1
196,1623,1
196,1701,1
196,471,1
196,912,1
196,3546,1
196,3189,1
201,2897,1
201,2112,1
201,3307,1
201,178,1
201,1679,1
201,2072,1
201,2507,1
201,910,1
201,618,1
201,3209,1
201,382,1
201,1186,1
201,3172,1
201,3364,1
201,2964,1
201,2583,1
201,2314,1
201,498,1
201,857,1
201,1219,1
201,565,1
201,1705,1
201,3068,1
201,2596,1
201,3077,1
201,376,1
201,584,1
201,2413,1
201,3516,1
201,352,1
201,8,1
201,378,1
201,3479,1
201,2250,1
201,338,1
201,191,1
201,3352,1
201,1647,1
201,2563,1
201,707,1
201,3039,1
201,919,1
201,2883,1
201,2631,1
201,547,1
201,2869,1
201,3579,1
201,2416,1
201,48,1
201,286,1
201,1888,1
201,861,1
201,2750,1
201,3604,1
201,425,1
201,1224,1
201,3180,1
201,309,1
201,468,1
201,335,1
201,2164,1
201,3416,1
201,3497,1
201,2206,1
201,3194,1
201,1979,1
201,467,1
201,1139,1
201,3637,1
201,567,1
201,635,1
201,2856,1
201,316,1
201,1766,1
201,2049,1
201,550,1
201,1476,1
201,1007,1
201,2067,1
201,2870,1
201,596,1
201,2767,1
201,1430,1
201,3546,1
201,524,1
201,1863,1
201,282,1
201,262,1
201,192,1
