session_id,item_id,rating
18,2293,1
18,3163,1
18,297,1
18,3353,1
18,2448,1
18,1722,1
18,409,1
18,99,1
18,1433,1
18,517,1
18,919,1
18,1553,1
18,3126,1
18,1790,1
18,3208,1
18,1059,1
18,2932,1
18,1879,1
18,887,1
18,3266,1
18,1262,1
18,2131,1
18,3249,1
18,274,1
18,1044,1
18,801,1
18,1060,1
18,533,1
18,1039,1
18,133,1
18,2911,1
18,3594,1
18,361,1
18,206,1
18,2836,1
18,1695,1
18,921,1
18,2094,1
18,3139,1
18,577,1
18,3091,1
18,456,1
18,1767,1
18,3006,1
18,2222,1
18,822,1
18,2764,1
18,610,1
18,2705,1
18,1389,1
18,1326,1
18,167,1
18,1294,1
18,1611,1
18,158,1
18,966,1
18,3222,1
18,3473,1
18,1752,1
18,3123,1
18,341,1
18,3025,1
18,2891,1
18,253,1
18,1467,1
18,3482,1
18,658,1
18,1212,1
18,3439,1
18,1169,1
18,58,1
18,2192,1
18,3364,1
18,4,1
18,3035,1
18,172,1
18,1999,1
18,3110,1
18,659,1
18,483,1
18,2496,1
18,1334,1
18,1179,1
18,3585,1
18,3434,1
18,485,1
18,192,1
18,684,1
18,408,1
18,184,1
18,84,1
18,3228,1
18,3564,1
18,1036,1
18,3565,1
18,1629,1
18,2342,1
18,2975,1
18,3562,1
18,1662,1
18,1644,1
18,3345,1
18,2566,1
18,3510,1
18,2115,1
18,2730,1
18,1832,1
18,643,1
18,3391,1
18,2272,1
18,798,1
18,3485,1
18,3339,1
18,2020,1
18,1093,1
18,2624,1
18,1797,1
18,3440,1
18,2670,1
18,1682,1
18,2991,1
18,3206,1
18,3501,1
18,1384,1
18,3406,1
18,2061,1
18,1864,1
18,2666,1
18,2780,1
18,3575,1
18,3370,1
18,785,1
18,493,1
18,2493,1
18,635,1
18,1872,1
18,2172,1
18,2961,1
18,264,1
18,2882,1
18,1233,1
18,2326,1
18,622,1
18,2149,1
18,1883,1
18,276,1
18,1625,1
18,2091,1
18,2471,1
18,1215,1
18,3089,1
18,129,1
18,636,1
18,1341,1
18,3253,1
18,3174,1
18,900,1
18,882,1
18,3415,1
18,2741,1
18,3380,1
18,3076,1
18,303,1
18,308,1
18,702,1
18,268,1
18,656,1
18,497,1
18,3002,1
18,2204,1
18,1593,1
18,2325,1
18,2754,1
18,1374,1
18,850,1
18,2989,1
18,7,1
18,74,1
18,188,1
18,1475,1
18,1803,1
18,1027,1
18,1619,1
18,278,1
18,3261,1
18,2300,1
18,2221,1
18,1113,1
18,3043,1
18,48,1
18,830,1
18,1616,1
18,107,1
18,130,1
18,1048,1
18,2511,1
18,1403,1
18,1468,1
18,327,1
18,2881,1
18,418,1
18,2250,1
18,2393,1
18,2361,1
18,2949,1
18,2477,1
18,3420,1
18,213,1
18,2617,1
18,2420,1
18,358,1
18,679,1
18,1265,1
18,3513,1
18,1556,1
18,370,1
18,1028,1
18,1445,1
18,2383,1
18,1664,1
18,2037,1
18,2864,1
18,1788,1
18,444,1
18,1400,1
18,314,1
45,320,1
45,1340,1
45,300,1
45,2225,1
45,1013,1
45,2950,1
45,3149,1
45,1348,1
45,2732,1
45,453,1
45,794,1
45,2029,1
45,146,1
45,254,1
45,141,1
45,2535,1
45,1174,1
45,1394,1
45,926,1
45,2691,1
45,2860,1
