session_id,item_id,rating
130,2420,1
130,3336,1
130,487,1
130,3545,1
130,2584,1
130,1912,1
130,582,1
130,60,1
130,1586,1
130,649,1
130,1083,1
130,1721,1
130,3298,1
98,1984,1
98,3389,1
98,1174,1
98,3092,1
98,2064,1
98,11,1
98,3452,1
98,1396,1
98,2247,1
98,3434,1
98,451,1
98,1159,1
98,999,1
98,1175,1
98,666,1
98,1154,1
98,80,1
98,3067,1
98,2583,1
98,550,1
98,168,1
98,2987,1
98,1878,1
98,553,1
98,2209,1
98,3311,1
98,722,1
98,3262,1
98,616,1
98,1959,1
98,3171,1
98,2347,1
98,909,1
98,2911,1
98,764,1
98,2850,1
98,1538,1
98,1465,1
98,58,1
98,1432,1
98,1787,1
98,310,1
98,1082,1
98,3406,1
98,1170,1
98,1943,1
98,3295,1
98,537,1
98,3191,1
98,3047,1
98,417,1
98,1623,1
98,2727,1
98,830,1
98,1342,1
98,3634,1
98,1294,1
98,132,1
98,2313,1
98,3556,1
98,235,1
98,3201,1
98,172,1
98,2132,1
98,3282,1
98,831,1
98,628,1
98,2633,1
98,1476,1
98,1305,1
98,2356,1
98,3629,1
98,630,1
98,322,1
98,857,1
98,275,1
98,355,1
98,111,1
98,3412,1
98,524,1
98,1151,1
98,1460,1
98,1806,1
98,2470,1
98,3137,1
98,589,1
98,1841,1
98,1822,1
98,3537,1
98,2708,1
98,2316,1
98,2230,1
98,2876,1
98,2029,1
98,808,1
98,3584,1
98,2398,1
98,996,1
98,1964,1
98,3531,1
98,1808,1
98,1210,1
98,2768,1
98,1992,1
98,3636,1
98,2814,1
98,1863,1
98,3154,1
98,3387,1
98,457,1
98,1533,1
98,3601,1
98,2173,1
98,258,1
98,2810,1
98,2927,1
98,1464,1
98,3562,1
98,981,1
98,634,1
98,2630,1
98,798,1
98,2061,1
98,2290,1
98,3122,1
98,435,1
98,3336,1
98,3037,1
98,1365,1
98,2454,1
98,780,1
98,2265,1
98,2067,1
98,454,1
98,1802,1
98,2206,1
98,2607,1
98,1346,1
98,3260,1
98,239,1
98,800,1
98,1483,1
98,3438,1
98,3351,1
98,416,1
98,1064,1
98,3610,1
98,2887,1
98,3573,1
98,3245,1
98,494,1
98,499,1
98,878,1
98,440,1
98,827,1
98,175,1
98,3167,1
98,2327,1
98,1766,1
98,2453,1
98,2901,1
98,1522,1
98,1041,1
98,3152,1
98,22,1
98,62,1
98,360,1
98,1631,1
98,1998,1
98,1142,1
98,1796,1
98,456,1
98,3447,1
98,2427,1
98,2346,1
98,1232,1
98,3209,1
98,209,1
98,347,1
98,1793,1
98,208,1
98,124,1
98,1163,1
98,2649,1
98,1554,1
98,1624,1
98,498,1
98,3036,1
98,369,1
98,2376,1
98,2525,1
98,2492,1
98,3110,1
98,2613,1
98,3615,1
98,383,1
98,2760,1
98,2555,1
98,164,1
98,852,1
98,1399,1
98,2627,1
98,1724,1
98,129,1
98,1143,1
98,1599,1
98,2514,1
98,1845,1
98,2153,1
98,3018,1
98,1982,1
98,570,1
98,1551,1
98,507,1
98,2584,1
98,519,1
98,1482,1
98,491,1
98,2350,1
98,1133,1
98,3111,1
98,3321,1
98,1492,1
98,2878,1
98,69,1
98,991,1
52,2148,1
52,13,1
52,418,1
52,293,1
52,2673,1
52,1300,1
52,1543,1
52,650,1
52,2836,1
52,3013,1
52,1237,1
52,3435,1
52,2711,1
52,1544,1
52,1931,1
52,1710,1
52,2734,1
52,2137,1
52,108,1
52,402,1
52,1615,1
52,1111,1
52,1274,1
52,690,1
52,3467,1
52,2710,1
52,1699,1
52,2284,1
52,1843,1
52,1815,1
52,1552,1
52,2168,1
52,1148,1
52,3608,1
52,3471,1
52,1307,1
52,1072,1
52,2373,1
52,2498,1
52,3090,1
52,1725,1
52,3138,1
52,2662,1
52,1075,1
52,1126,1
52,563,1
52,2065,1
52,70,1
52,2897,1
52,629,1
52,2659,1
52,250,1
52,2159,1
52,2512,1
52,216,1
52,1385,1
52,1509,1
52,2615,1
52,2403,1
52,1327,1
52,1849,1
52,341,1
52,3063,1
52,1173,1
52,3482,1
52,1613,1
52,1295,1
52,3526,1
52,3105,1
52,984,1
52,2872,1
52,3410,1
52,2801,1
52,899,1
52,3352,1
52,751,1
52,2174,1
47,381,1
47,954,1
47,1593,1
47,2132,1
47,2998,1
47,2148,1
47,3092,1
47,1175,1
47,629,1
47,2796,1
47,340,1
47,1962,1
47,1861,1
47,3612,1
47,2527,1
47,2534,1
47,843,1
47,752,1
47,2901,1
47,1143,1
114,1597,1
114,1368,1
114,3453,1
114,2759,1
114,342,1
114,1984,1
114,2798,1
114,1431,1
114,2187,1
114,1364,1
114,2795,1
114,1143,1
114,3092,1
114,573,1
114,119,1
114,2514,1
114,2247,1
114,451,1
114,999,1
114,1175,1
114,3539,1
114,1623,1
114,1486,1
114,2527,1
114,1376,1
114,340,1
114,1962,1
114,3517,1
114,2805,1
114,1131,1
114,1752,1
114,2693,1
114,294,1
114,1925,1
114,1619,1
114,425,1
114,3459,1
114,3109,1
114,2821,1
114,2053,1
114,3224,1
114,2438,1
114,855,1
114,580,1
114,3128,1
114,123,1
114,3279,1
114,2888,1
114,532,1
114,2991,1
114,3000,1
114,808,1
114,2345,1
114,3429,1
114,249,1
114,288,1
114,191,1
114,3393,1
114,131,1
114,219,1
114,3267,1
114,1567,1
114,2494,1
114,661,1
114,2962,1
114,863,1
114,2807,1
114,2561,1
114,516,1
114,2793,1
114,3492,1
114,2348,1
114,43,1
114,315,1
114,1798,1
114,2676,1
114,2044,1
114,1179,1
114,3100,1
114,392,1
114,422,1
114,53,1
114,2105,1
114,3330,1
114,1998,1
114,3411,1
114,2144,1
114,3114,1
114,1882,1
114,483,1
114,3592,1
114,857,1
114,3549,1
114,1022,1
114,594,1
114,2780,1
114,291,1
114,1683,1
114,1947,1
114,518,1
114,1411,1
114,946,1
114,1976,1
114,3389,1
114,2794,1
114,1593,1
114,561,1
114,1775,1
114,371,1
114,396,1
114,299,1
114,1852,1
114,242,1
114,338,1
114,502,1
114,2823,1
114,63,1
114,2639,1
114,528,1
114,3086,1
114,1940,1
114,2954,1
114,2537,1
114,3132,1
114,3468,1
114,1107,1
114,2322,1
114,3242,1
114,1750,1
114,2812,1
114,1211,1
114,629,1
114,1522,1
114,2932,1
114,760,1
114,2572,1
114,2854,1
114,2641,1
114,3555,1
114,2283,1
114,3288,1
114,375,1
114,1566,1
114,2339,1
114,420,1
114,1804,1
114,954,1
114,208,1
114,223,1
114,898,1
114,3174,1
114,2522,1
114,409,1
114,11,1
114,168,1
114,831,1
114,114,1
114,2047,1
114,2631,1
114,536,1
120,3109,1
120,2658,1
120,1979,1
120,2806,1
120,3092,1
120,3583,1
120,3037,1
120,875,1
120,70,1
120,2821,1
120,2139,1
120,1946,1
120,3531,1
120,3248,1
120,2032,1
120,168,1
120,722,1
120,1520,1
120,639,1
120,3317,1
120,3549,1
120,2459,1
120,11,1
120,2747,1
120,2742,1
120,2827,1
120,2477,1
120,726,1
120,2687,1
120,421,1
120,2088,1
120,3208,1
120,2575,1
120,494,1
120,3411,1
120,2357,1
120,3294,1
120,2534,1
120,2917,1
120,1772,1
120,648,1
120,2411,1
120,3459,1
120,1277,1
120,1234,1
120,3486,1
120,3058,1
120,2539,1
120,1182,1
120,429,1
120,490,1
120,1992,1
120,3226,1
120,3547,1
120,2816,1
120,1174,1
120,715,1
120,689,1
120,2290,1
120,1998,1
120,2612,1
120,1083,1
120,941,1
120,3250,1
120,157,1
120,3231,1
120,2603,1
120,3195,1
120,2930,1
120,2292,1
120,1057,1
120,1402,1
120,3174,1
120,1878,1
120,1002,1
120,3585,1
120,3047,1
120,3273,1
120,59,1
120,2215,1
120,618,1
120,1915,1
120,744,1
120,3587,1
120,978,1
120,2483,1
120,235,1
120,695,1
120,1241,1
120,415,1
120,2854,1
120,1882,1
120,1230,1
120,1113,1
120,3222,1
120,820,1
120,1361,1
120,2012,1
120,2869,1
120,2298,1
120,3611,1
120,1572,1
120,1219,1
120,2053,1
120,183,1
120,2593,1
120,2845,1
120,1954,1
120,81,1
120,2134,1
120,3260,1
120,1951,1
120,2731,1
120,1332,1
120,257,1
120,1580,1
120,1244,1
120,1450,1
120,1893,1
120,1942,1
120,2923,1
120,2271,1
120,379,1
120,3007,1
120,547,1
120,2773,1
120,1604,1
120,288,1
120,3393,1
120,522,1
120,1272,1
120,1697,1
120,1834,1
120,940,1
120,2730,1
120,2097,1
120,1667,1
120,1324,1
120,2443,1
120,427,1
120,1455,1
120,2829,1
120,1280,1
120,1535,1
120,289,1
120,2148,1
120,2339,1
120,1784,1
120,2514,1
120,564,1
120,2981,1
120,1341,1
120,2485,1
120,626,1
120,895,1
120,3450,1
120,2933,1
120,2153,1
120,3067,1
120,3579,1
120,2173,1
120,701,1
120,2588,1
120,487,1
120,3545,1
120,649,1
120,3182,1
120,1936,1
120,3108,1
120,3057,1
120,616,1
120,2347,1
120,1432,1
120,3167,1
120,3191,1
120,1999,1
120,1503,1
120,132,1
120,2800,1
120,3633,1
120,1137,1
120,1300,1
120,871,1
120,1426,1
120,3223,1
120,3383,1
120,403,1
120,2670,1
120,937,1
120,2810,1
120,882,1
120,632,1
120,2602,1
120,3380,1
120,2950,1
120,3445,1
120,3418,1
120,2699,1
120,1961,1
120,100,1
120,1442,1
120,1281,1
120,3489,1
120,2149,1
120,728,1
120,2117,1
120,172,1
120,316,1
120,629,1
120,2659,1
120,3468,1
120,554,1
120,2467,1
120,3517,1
120,456,1
120,2308,1
120,2131,1
120,708,1
120,849,1
120,2592,1
120,2803,1
120,1774,1
120,779,1
120,3487,1
120,66,1
120,3240,1
120,355,1
120,104,1
120,1870,1
120,2150,1
120,2713,1
120,1346,1
120,482,1
120,1373,1
120,2203,1
120,432,1
120,1334,1
120,1041,1
120,2611,1
120,2544,1
120,1172,1
120,1464,1
120,3269,1
120,1072,1
120,603,1
120,2862,1
120,1418,1
120,1528,1
120,1996,1
120,3419,1
120,1487,1
120,869,1
120,1229,1
120,1524,1
120,2665,1
120,3168,1
120,1226,1
120,2424,1
120,2397,1
120,1505,1
120,3447,1
120,155,1
120,838,1
120,489,1
120,3345,1
120,2724,1
120,2429,1
