session_id,item_id,rating
275,2534,1
275,3484,1
275,135,1
275,2549,1
275,2701,1
275,2070,1
275,663,1
275,13,1
275,1726,1
275,740,1
275,1165,1
275,1866,1
275,3445,1
275,2109,1
275,3540,1
275,1260,1
275,3232,1
275,2160,1
275,66,1
275,3606,1
275,1513,1
275,2356,1
275,3588,1
275,459,1
275,1244,1
275,912,1
275,1261,1
275,757,1
275,1239,1
275,151,1
275,3206,1
275,2700,1
275,624,1
275,260,1
275,3122,1
275,2044,1
275,627,1
275,2313,1
275,3458,1
275,822,1
275,3408,1
275,700,1
275,2093,1
275,3313,1
275,2459,1
275,1028,1
275,3042,1
275,867,1
275,2980,1
275,1674,1
275,1594,1
275,29,1
275,1553,1
275,1942,1
275,384,1
275,1164,1
275,3557,1
275,1256,1
275,838,1
275,3442,1
275,609,1
275,3333,1
275,3185,1
275,515,1
275,1765,1
275,2854,1
91,939,1
91,1452,1
91,987,1
91,1394,1
91,200,1
91,2424,1
91,3006,1
91,93,1
91,3343,1
91,264,1
91,2232,1
91,3428,1
91,940,1
190,715,1
190,2753,1
190,1608,1
190,1405,1
190,2470,1
190,2631,1
190,2534,1
190,717,1
190,403,1
190,971,1
190,339,1
190,442,1
190,19,1
190,3563,1
190,594,1
190,1235,1
190,1588,1
190,1965,1
190,2585,1
190,2313,1
190,2701,1
190,13,1
190,2093,1
190,3278,1
190,671,1
190,2003,1
190,1983,1
190,2459,1
190,3450,1
190,1028,1
190,2834,1
190,1726,1
190,2427,1
190,2338,1
190,3122,1
190,3007,1
190,554,1
190,916,1
190,107,1
190,2512,1
190,1078,1
190,2097,1
190,2337,1
190,1967,1
190,1301,1
190,2897,1
190,2116,1
190,1620,1
190,2943,1
190,2026,1
190,3295,1
190,3538,1
190,541,1
190,3042,1
190,1669,1
190,1003,1
190,2275,1
190,319,1
190,2939,1
190,3058,1
190,1593,1
190,2124,1
190,2980,1
190,1066,1
190,722,1
190,2750,1
190,906,1
190,2157,1
190,2401,1
190,3262,1
190,440,1
190,3540,1
190,3175,1
190,1478,1
190,2569,1
190,884,1
190,2376,1
190,2163,1
190,266,1
190,1961,1
190,2310,1
190,2725,1
190,1457,1
190,3406,1
190,168,1
190,908,1
190,1615,1
190,3592,1
190,3499,1
190,231,1
190,912,1
190,1146,1
190,3049,1
190,3018,1
190,245,1
190,3389,1
190,125,1
190,525,1
190,997,1
190,532,1
190,936,1
190,267,1
190,3309,1
190,2439,1
190,1919,1
190,2568,1
190,3032,1
190,1658,1
190,1119,1
190,3293,1
190,122,1
190,147,1
190,447,1
190,1773,1
190,559,1
190,1226,1
190,1952,1
190,162,1
190,3601,1
190,2541,1
190,2458,1
190,1324,1
190,3351,1
190,204,1
190,433,1
190,1949,1
190,1452,1
190,155,1
190,3484,1
190,281,1
190,1248,1
190,867,1
190,2770,1
190,1693,1
190,1766,1
190,479,1
190,3174,1
